Sample	BeeP-01-2013	BeeP-02-2013	BeeP-03-2013	BeeP-04-2013	BeeP-05-2013	BeeP-06-2013	BeeP-07-2013	BeeP-08-2013	BeeP-09-2013	BeeP-10-2013	BeeP-11-2013	BeeP-12-2013	BeeP-13-2013	BeeP-14-2013	BeeP-15-2013	BeeP-16-2013	BeeP-17-2013	BeeP-18-2013	BeeP-19-2013	BeeP-20-2013	BeeP-21-2013	BeeP-22-2013	BeeP-23-2013	BeeP-24-2013	BeeP-25-2013	BeeP-26-2013	BeeP-27-2013	BeeP-28-2013	BeeP-29-2013	BeeP-30-2013	BeeP-31-2013	BeeP-32-2013	BeeP-33-2013	BeeP-34-2013	BeeP-35-2013	BeeP-36-2013	BeeP-37-2013	BeeP-38-2013	BeeP-39-2013	BeeP-40-2013	BeeP-41-2013	BeeP-42-2013	BeeP-43-2013	BeeP-44-2013	BeeP-45-2013	BeeP-46-2013	BeeP-47-2013	BeeP-48-2013	BeeP-49-2013	BeeP-50-2013	BeeP-Q1-2013	BeeP-Q2-2013	BP10	BP11	BP12	BP13	BP14	BP15	BP16	BP17	BP18	BP19	BP1	BP20	BP21	BP22	BP23	BP24	BP25	BP26	BP27	BP28	BP29	BP2	BP30	BP31	BP32	BP33	BP34	BP35	BP36	BP37	BP38	BP39	BP3	BP40	BP41	BP42	BP43	BP44	BP45	BP46	BP47	BP48	BP49	BP4	BP50	BP5	BP6	BP7	BP8	BP9
SRR5885445.Contig_6393_416.997_length_775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_6414_22.7703_length_673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_6456_13.9251_length_981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_7504_10.0426_length_960	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_7768_27.2965_length_536	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
SRR5885445.Contig_8933_76.2772_length_4616	2	2	2	0	16	6	2	0	4	0	80	0	4	4	4	2	0	2	0	2	0	0	0	0	208	0	0	2	0	0	0	2	2	2	16	0	18	2	0	0	0	0	0	0	10	0	6	0	8	4	0	0	50	2	10	0	0	36	26	12	0	22	6	0	2	2	56	64	0	0	0	2	0	26	0	184	4	32	2	24	0	2	0	0	4	0	0	0	0	0	2	8	0	0	2	4	4	0	0	0	0	0
SRR5885445.Contig_9107_11.6667_length_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	126	0	0	0	0	0
SRR5885445.Contig_10986_23.322_length_930	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2406	0	0	0	0	0	0	0	0	0	0	0	6	20	0	22	22	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_11223_23.086_length_950	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_11777_14.7624_length_988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_11915_23.7252_length_504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_12179_9.49098_length_519	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_12855_10.3801_length_654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_17629_5.90476_length_671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_18893_38.0873_length_1647	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_20057_9.03259_length_511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_20306_25.4556_length_955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_21385_19.8903_length_1561	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	6	6	2	0	0	0	0	4	0	12	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SRR5885445.Contig_23909_4.16225_length_661	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SRR5885445.Contig_24542_9.60121_length_1512	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_24729_19.5955_length_1407	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_25472_89.8996_length_1036	0	0	0	0	2	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_26357_16.0116_length_2167	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_26573_17.7042_length_987	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5885445.Contig_28286_12.9122_length_521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907690.Contig_334_110693_length_1127	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907690.Contig_4310_151166_length_2856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SRR5907690.Contig_4979_127595_length_1553	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907690.Contig_5523_140918_length_964	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907690.Contig_12651_189640_length_1292	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SRR5907691.Contig_120_168728_length_861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SRR5907691.Contig_137_6193.2_length_706	60	0	2095	10	25	0	320	0	0	0	0	0	70	0	179	0	2	8646	0	2	0	40	184	0	2	133	0	0	0	0	562	0	1	0	1	0	0	0	1	0	5	0	1491	1401	0	208	0	0	10	0	8	57	2010	1	5	0	15	0	0	0	0	16	0	6	31	0	0	0	0	0	2	1	1	0	0	0	10	0	119	0	0	313	45	5	0	316	0	78	0	0	0	0	1466	3	29	0	0	0	19	22	46	0
SRR5907691.Contig_139_187431_length_2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907691.Contig_221_74006.4_length_1447	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	73	0	0	0	0	0	0	0	43932	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0
SRR5907691.Contig_304_68008.2_length_651	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	25909	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SRR5907691.Contig_363_5338.6_length_1328	1	0	2	3	25	0	374	0	2	0	0	0	2	0	0	0	0	1	0	0	3	0	1	21	0	2	1	0	0	0	3	0	0	0	0	0	0	0	5	0	12	0	4	4489	3	17	0	2	0	0	2	14	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	2	5	0	7	1	0	0	0	2	0	0	2	0	0	4	0	0	0	2	2	6	0	4	0	0	0	0	0	0	0	0	8	24	7	1
SRR5907691.Contig_823_90605.1_length_773	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SRR5907693.Contig_465_170765_length_1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907693.Contig_852_11696.9_length_776	0	0	0	0	21	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9119	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SRR5907693.Contig_1128_6944.08_length_844	194	0	332	122	68	0	230	0	0	0	0	0	155	0	19	0	74	55	0	0	230	1	29	0	0	486	0	0	0	0	0	2	25	10	0	0	1	0	0	0	2	0	173	11242	0	274	0	3	0	0	5	26	1045	0	0	0	26	0	0	0	0	0	0	4	29	13	2	0	44	0	1	0	0	0	0	4	680	6	2	0	0	130	228	19	0	171	1	11	0	0	0	0	219	2	10	0	0	0	38	10	65	1
SRR5907693.Contig_1544_98631.8_length_4304	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	237	0	0	0	0	0	0	2	144812	336	0	0	0	0	1	0	2	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	209	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
SRR5907693.Contig_1640_143681_length_2459	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	217	0	0	0	0	0	0	0	45634	194	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	1	0
SRR5907693.Contig_1879_120637_length_4349	0	0	0	0	0	4	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	4	1	0	0	0	0	0	27	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	2	0
SRR5907693.Contig_1890_116936_length_1916	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	152	0	0	0	0	0	0	0	7788	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
SRR5907694.Contig_1068_29.1878_length_1037	0	0	0	0	72	0	4433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75399	1	0	4	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
SRR5907694.Contig_6220_27.8202_length_932	1	0	0	21	70	0	917	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	201	11887	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	112	1976	0	3	16928	0	0	152	1	0	0	0	7	0	0	13	0	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	1	0	0	2	0	0	0	0	0	2	1021	0	1	0
SRR5907694.Contig_16344_24.0076_length_546	0	0	0	0	5	0	353	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	11	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	117	0	0	4359	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	3	0
SRR5907694.Contig_18862_127.622_length_6708	0	0	0	0	0	0	0	0	0	81	5	0	0	0	0	0	0	422	0	0	0	0	0	0	8	155488	311	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	43	0	0
SRR5907695.Contig_549_1163.36_length_644	1079	3	3921	9593	2771	0	1108	0	1041	2	90	6	2592	0	229	572	17142	1922	163	0	892	267	2999	0	0	2321	1100	0	1343	0	6868	1149	114	1260	470	7042	462	3697	1606	66	3208	2	2074	912	488	3094	11	1359	13	0	16	2304	5393	16	320	7	9536	3	1	10	34	278	23	474	794	16	7	2146	1099	225	1839	663	10	10	22	91	168	0	499	0	390	396	623	13460	0	2974	4814	4763	4	232	115	421	925	26	384	83	0	30	118	1415	9068	747
SRR5907695.Contig_628_171397_length_927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907695.Contig_824_103611_length_4050	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	188	0	0	0	0	0	0	2	29189	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
SRR5907695.Contig_913_1186.25_length_638	56361	991	107182	38385	39872	1	10249	2	163664	4	596	367	120815	3	17619	413	84173	48949	502	8	33442	7876	19926	29779	10	25473	11005	0	9500	0	54233	90582	2570	58148	4883	38410	6523	85633	86847	1349	61071	40	53741	28212	64373	82633	1108	54070	877	1	736	123895	28515	3796	90652	242	178907	113	81	115	1358	3984	251	44817	14713	602	207	23428	26594	21336	70322	44005	110	224	293	1700	6897	4	19079	0	14227	24850	42615	12594	28	83153	70016	58897	30	39281	391	43110	40170	1295	78789	2863	2	432	107134	130501	192911	60860
SRR5907695.Contig_1285_14715.5_length_2066	1	0	0	1	82	0	5131	0	1	0	0	0	2	0	2	0	1	1	0	0	2	2	1	24	0	1	0	0	1	0	1	2	1	2	0	2	1	4	4	0	31	0	8	54214	1	8	0	4	0	0	0	35	1	0	2	0	7	0	0	0	0	0	0	3	1	1	0	2	5	4	3	10	0	0	0	0	0	2	0	0	0	3	3	3	0	27	4	9	0	3	0	0	6	0	3	0	0	0	3	22	6	0
SRR5907695.Contig_1418_194483_length_1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR5907696.Contig_544_175426_length_4208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	7	0	4	0	0	4	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0
SRR5907696.Contig_777_115802_length_706	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	5284	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SRR5907696.Contig_904_1764.46_length_1194	35	130	0	0	0	0	0	0	0	0	2	0	0	20004	15100	0	0	0	1	0	0	134	5923	5	4	0	0	0	20414	0	0	33	1963	0	0	0	186	0	15	0	0	0	4	5	0	2	0	0	0	0	8	0	4	2	3984	29	32	88153	32974	0	2	6	0	0	58	0	2	2	0	0	0	3945	0	521	0	3345	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6291	0	0	14358	0	15035	0	539	220	330	38	0
